date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:00:38	116/116	---M--	200	added ('OK')	text/plain	date:Tue,%2007%20Jan%202020%2004:00:38%20GMT	http://www.xaviercochet.fr/robots.txt		(from )
05:00:41	76577/76577	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:00:38%20GMT	http://www.xaviercochet.fr/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/index.html	(from )
05:00:41	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Tue,%2007%20Jan%202020%2004:00:41%20GMT	http://www.xaviercochet.fr/xmlrpc.php	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/xmlrpc.php	(from http://www.xaviercochet.fr/)
05:00:41	771/771	---M--	200	added ('OK')	text/css	etag:%225c0e068-303-52c07609f5040%22	http://www.xaviercochet.fr/wp-content/plugins/yet-another-related-posts-plugin/style/widget.css?ver=4.4.2	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/plugins/yet-another-related-posts-plugin/style/widgetc1f9.css	(from http://www.xaviercochet.fr/)
05:00:41	1099/1099	---M--	200	added ('OK')	text/css	etag:%225c0dc8e-44b-5303249d8db40%22	http://www.xaviercochet.fr/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.4.1	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/plugins/contact-form-7/includes/css/stylesa94e.css	(from http://www.xaviercochet.fr/)
05:00:42	1548/1548	---M--	200	added ('OK')	text/css	etag:%22189eeac77-60c-51feda3b7df80%22	http://www.xaviercochet.fr/wp-content/plugins/page-list/css/page-list.css?ver=5.1	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/plugins/page-list/css/page-listc721.css	(from http://www.xaviercochet.fr/)
05:00:42	374/374	---M--	200	added ('OK')	text/css	etag:%22189eea950-176-52c075f21d800%22	http://www.xaviercochet.fr/wp-content/plugins/wp-pagenavi/pagenavi-css.css?ver=2.70	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/plugins/wp-pagenavi/pagenavi-css44fd.css	(from http://www.xaviercochet.fr/)
05:00:42	41479/41479	---M--	200	added ('OK')	text/css	etag:%228743e187-a207-4f819009cf5c0%22	http://www.xaviercochet.fr/wp-content/themes/reveiller-saint-mihiel/style.css	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/themes/reveiller-saint-mihiel/style.css	(from http://www.xaviercochet.fr/)
05:00:42	12620/12620	---M--	200	added ('OK')	text/css	etag:%2210a037333-314c-5005a0a55b900%22	http://www.xaviercochet.fr/wp-content/themes/simple-catch-pro/css/responsive.css?ver=4.4.2	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/themes/simple-catch-pro/css/responsivec1f9.css	(from http://www.xaviercochet.fr/)
05:00:43	3165/3165	---M--	200	added ('OK')	text/css	etag:%2210a03716f-c5d-52c075ea7c600%22	http://www.xaviercochet.fr/wp-content/plugins/popular-widget/_css/pop-widget.css?ver=1.7.0	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/plugins/popular-widget/_css/pop-widget7d4c.css	(from http://www.xaviercochet.fr/)
05:00:44	6473/6473	---M--	200	added ('OK')	text/css	etag:%225c0e030-1949-53032e0d35e80%22	http://www.xaviercochet.fr/wp-content/plugins/youtube-embed-plus/styles/ytprefs.min.css?ver=4.4.2	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/plugins/youtube-embed-plus/styles/ytprefs.minc1f9.css	(from http://www.xaviercochet.fr/)
05:00:45	28266/28266	---M--	200	added ('OK')	text/css	etag:%2210a036f20-6e6a-530324d5d2000%22	http://www.xaviercochet.fr/wp-content/plugins/jetpack/_inc/genericons/genericons/genericons.css?ver=3.1	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/plugins/jetpack/_inc/genericons/genericons/genericons128b.css	(from http://www.xaviercochet.fr/)
05:00:46	76985/76985	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:00:42%20GMT	http://www.xaviercochet.fr/page/2/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/page/2/index.html	(from http://www.xaviercochet.fr/)
05:00:46	57204/57204	---M--	200	added ('OK')	text/css	etag:%2210a036f89-df74-530324d6c6240%22	http://www.xaviercochet.fr/wp-content/plugins/jetpack/css/jetpack.css?ver=3.9.6	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/plugins/jetpack/css/jetpack5219.css	(from http://www.xaviercochet.fr/)
05:00:49	95977/95977	---M--	200	added ('OK')	application/x-javascript	etag:%2210a037547-176e9-52be48779d640%22	http://www.xaviercochet.fr/wp-includes/js/jquery/jquery.js?ver=1.11.3	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-includes/js/jquery/jqueryc1d8.js	(from http://www.xaviercochet.fr/)
05:00:49	7200/7200	---M--	200	added ('OK')	application/x-javascript	etag:%2210a037541-1c20-50ffd83a00c40%22	http://www.xaviercochet.fr/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-includes/js/jquery/jquery-migrate.min1576.js	(from http://www.xaviercochet.fr/)
05:00:49	6865/6865	---M--	200	added ('OK')	application/x-javascript	etag:%22189eeab13-1ad1-53032e0d35e80%22	http://www.xaviercochet.fr/wp-content/plugins/youtube-embed-plus/scripts/ytprefs.min.js?ver=4.4.2	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/plugins/youtube-embed-plus/scripts/ytprefs.minc1f9.js	(from http://www.xaviercochet.fr/)
05:00:51	21246/21246	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Jan%202020%2004:00:50%20GMT	http://www.xaviercochet.fr/wp-content/themes/simple-catch/images/favicon.ico	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/themes/simple-catch/images/favicon.ico	(from http://www.xaviercochet.fr/)
05:00:51	1070/1070	---M--	200	added ('OK')	application/json	date:Tue,%2007%20Jan%202020%2004:00:50%20GMT	http://www.xaviercochet.fr/wp-json/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-json/index.html	(from http://www.xaviercochet.fr/)
05:00:52	12587/12587	---MC-	200	added ('OK')	application/rss+xml	etag:%2210d6648c46cf0b902fc53b1d98aa9838%22	http://www.xaviercochet.fr/feed/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/feed/index.html	(from http://www.xaviercochet.fr/)
05:00:52	12342/12342	---MC-	200	added ('OK')	application/rss+xml	etag:%22f73c473dd47b30e3d7a5a50f4e578c2a%22	http://www.xaviercochet.fr/comments/feed/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/comments/feed/index.html	(from http://www.xaviercochet.fr/)
05:00:55	48207/48207	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:00:52%20GMT	http://www.xaviercochet.fr/notre-equipe/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/notre-equipe/index.html	(from http://www.xaviercochet.fr/)
05:00:57	44370/44370	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:00:55%20GMT	http://www.xaviercochet.fr/notre-programme/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/notre-programme/index.html	(from http://www.xaviercochet.fr/)
05:01:00	16598/16598	---M--	200	added ('OK')	image/jpeg	etag:%2210a0374c9-40d6-4f73a2beda100%22	http://www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-CM_18-4-14-210x210.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-CM_18-4-14-210x210.jpg	(from http://www.xaviercochet.fr/)
05:01:00	44470/44470	---MC-	200	added ('OK')	text/javascript	date:Mon,%2019%20Aug%202019%2017:22:41%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.google-analytics.com/analytics.js	(from http://www.xaviercochet.fr/)
05:01:03	58547/58547	---M--	200	added ('OK')	image/png	etag:%228743e34d-e4b3-4f54dc9563680%22	http://www.xaviercochet.fr/wp-content/uploads/2014/03/logo-sc-pro.png	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/03/logo-sc-pro.png	(from http://www.xaviercochet.fr/)
05:01:04	62253/62253	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:01:00%20GMT	http://www.xaviercochet.fr/mandat-2014-2020/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/mandat-2014-2020/index.html	(from http://www.xaviercochet.fr/)
05:01:07	16118/16118	---M--	200	added ('OK')	image/jpeg	etag:%2210a037491-3ef6-4f6dbcab56980%22	http://www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-ER_Braderie_restos_du_coeur-210x210.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-ER_Braderie_restos_du_coeur-210x210.jpg	(from http://www.xaviercochet.fr/)
05:01:07	76851/76851	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:01:03%20GMT	http://www.xaviercochet.fr/propos-de-campagne/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/propos-de-campagne/index.html	(from http://www.xaviercochet.fr/)
05:01:07	11727/11727	---M--	200	added ('OK')	image/jpeg	etag:%2210a03749d-2dcf-4f6dc243c1d00%22	http://www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-France-Inter-210x210.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-France-Inter-210x210.jpg	(from http://www.xaviercochet.fr/)
05:01:08	7109/7109	---M--	200	added ('OK')	image/jpeg	etag:%2210a037486-1bc5-4f6891def0a00%22	http://www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-discours-introductif_cm_4_4_14-210x210.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-discours-introductif_cm_4_4_14-210x210.jpg	(from http://www.xaviercochet.fr/)
05:01:13	77189/77189	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:01:08%20GMT	http://www.xaviercochet.fr/vu-lu-entendu/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/vu-lu-entendu/index.html	(from http://www.xaviercochet.fr/)
05:01:13	49202/49202	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:01:07%20GMT	http://www.xaviercochet.fr/retrouvez-ici-toutes-les-videos-de-la-campagne-de-xavier-cochet/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/retrouvez-ici-toutes-les-videos-de-la-campagne-de-xavier-cochet/index.html	(from http://www.xaviercochet.fr/)
05:01:13	16547/16547	---M--	200	added ('OK')	image/jpeg	etag:%2210a03747b-40a3-4f660edfe4540%22	http://www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-nouveau_conseil_municipal_de_saint-mihiel-210x210.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-nouveau_conseil_municipal_de_saint-mihiel-210x210.jpg	(from http://www.xaviercochet.fr/)
05:01:13	99780/99780	---M--	200	added ('OK')	image/jpeg	etag:%2210a0374cc-185c4-4f81819e23000%22	http://www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-CM-budget_30-4-14.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-CM-budget_30-4-14.jpg	(from http://www.xaviercochet.fr/)
05:01:14	8602/8602	---M--	200	added ('OK')	image/jpeg	etag:%2210a037469-219a-4f64d503e0880%22	http://www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-maire_elu-210x210.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-maire_elu-210x210.jpg	(from http://www.xaviercochet.fr/)
05:01:19	41599/41599	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:01:14%20GMT	http://www.xaviercochet.fr/contact/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/contact/index.html	(from http://www.xaviercochet.fr/)
05:01:20	50113/50113	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:01:14%20GMT	http://www.xaviercochet.fr/vote-du-budget-2014-cest-mercredi-a-20-heures/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/vote-du-budget-2014-cest-mercredi-a-20-heures/index.html	(from http://www.xaviercochet.fr/)
05:01:20	49530/49530	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:01:14%20GMT	http://www.xaviercochet.fr/prochain-conseil-municipal-le-18-avril-2014-a-20-heures/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/prochain-conseil-municipal-le-18-avril-2014-a-20-heures/index.html	(from http://www.xaviercochet.fr/)
05:01:21	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jan%202020%2004:01:20%20GMT	http://www.xaviercochet.fr/prochain-conseil-municipal-le-18-avril-2014-a-20-heures/?share=facebook	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/prochain-conseil-municipal-le-18-avril-2014-a-20-heures/index5a58.html	(from http://www.xaviercochet.fr/)
05:01:21	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jan%202020%2004:01:20%20GMT	http://www.xaviercochet.fr/prochain-conseil-municipal-le-18-avril-2014-a-20-heures/?share=twitter	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/prochain-conseil-municipal-le-18-avril-2014-a-20-heures/index9a7b.html	(from http://www.xaviercochet.fr/)
05:01:21	77768/77768	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:01:15%20GMT	http://www.xaviercochet.fr/author/xavier-cochet-2/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/author/xavier-cochet-2/index.html	(from http://www.xaviercochet.fr/)
05:01:21	7076/7076	---M--	200	added ('OK')	image/jpeg	etag:%2210a037433-1ba4-4f6371db6dc40%22	http://www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-Portrait_ER_X-Cochet-210x210.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-Portrait_ER_X-Cochet-210x210.jpg	(from http://www.xaviercochet.fr/)
05:01:21	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jan%202020%2004:01:21%20GMT	http://www.xaviercochet.fr/prochain-conseil-municipal-le-18-avril-2014-a-20-heures/?share=email	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/prochain-conseil-municipal-le-18-avril-2014-a-20-heures/index3081.html	(from http://www.xaviercochet.fr/)
05:01:21	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jan%202020%2004:01:21%20GMT	http://www.xaviercochet.fr/prochain-conseil-municipal-le-18-avril-2014-a-20-heures/?share=google-plus-1	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/prochain-conseil-municipal-le-18-avril-2014-a-20-heures/index386f.html	(from http://www.xaviercochet.fr/)
05:01:22	19906/19906	---M--	200	added ('OK')	image/jpeg	etag:%228743e268-4dc2-4f43e88f8d080%22	http://www.xaviercochet.fr/wp-content/uploads/2014/03/Xavier_Cochet-Municipales-2014-Saint-Mihiel-Liste_Pour-reveiller-saint-mihiel-210x210.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/03/Xavier_Cochet-Municipales-2014-Saint-Mihiel-Liste_Pour-reveiller-saint-mihiel-210x210.jpg	(from http://www.xaviercochet.fr/)
05:01:25	10341/10341	---M--	200	added ('OK')	image/jpeg	etag:%2210a0374cd-2865-4f81819f17240%22	http://www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-CM-budget_30-4-14-150x150.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-CM-budget_30-4-14-150x150.jpg	(from http://www.xaviercochet.fr/)
05:01:25	48220/48220	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:01:22%20GMT	http://www.xaviercochet.fr/braderie-annuelle-des-restos-du-coeur-est-republicain-1242014/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/braderie-annuelle-des-restos-du-coeur-est-republicain-1242014/index.html	(from http://www.xaviercochet.fr/)
05:01:26	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jan%202020%2004:01:26%20GMT	http://www.xaviercochet.fr/braderie-annuelle-des-restos-du-coeur-est-republicain-1242014/?share=facebook	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/braderie-annuelle-des-restos-du-coeur-est-republicain-1242014/index5a58.html	(from http://www.xaviercochet.fr/)
05:01:26	10297/10297	---M--	200	added ('OK')	image/jpeg	etag:%2210a0374c6-2839-4f73a2beda100%22	http://www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-CM_18-4-14-150x150.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-CM_18-4-14-150x150.jpg	(from http://www.xaviercochet.fr/)
05:01:27	76983/76983	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202020%2004:01:22%20GMT	http://www.xaviercochet.fr/author/prsm/	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/author/prsm/index.html	(from http://www.xaviercochet.fr/)
05:01:27	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jan%202020%2004:01:27%20GMT	http://www.xaviercochet.fr/braderie-annuelle-des-restos-du-coeur-est-republicain-1242014/?share=google-plus-1	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/braderie-annuelle-des-restos-du-coeur-est-republicain-1242014/index386f.html	(from http://www.xaviercochet.fr/)
05:01:27	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jan%202020%2004:01:27%20GMT	http://www.xaviercochet.fr/braderie-annuelle-des-restos-du-coeur-est-republicain-1242014/?share=twitter	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/braderie-annuelle-des-restos-du-coeur-est-republicain-1242014/index9a7b.html	(from http://www.xaviercochet.fr/)
05:01:28	10141/10141	---M--	200	added ('OK')	image/jpeg	etag:%2210a03748e-279d-4f6dbcab56980%22	http://www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-ER_Braderie_restos_du_coeur-150x150.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-ER_Braderie_restos_du_coeur-150x150.jpg	(from http://www.xaviercochet.fr/)
05:01:28	7196/7196	---M--	200	added ('OK')	image/jpeg	etag:%2210a03749a-1c1c-4f6dc243c1d00%22	http://www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-France-Inter-150x150.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-France-Inter-150x150.jpg	(from http://www.xaviercochet.fr/)
05:01:28	4668/4668	---M--	200	added ('OK')	image/jpeg	etag:%2210a037483-123c-4f6891def0a00%22	http://www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-discours-introductif_cm_4_4_14-150x150.jpg	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/wp-content/uploads/2014/04/3e-bg-slideshow-discours-introductif_cm_4_4_14-150x150.jpg	(from http://www.xaviercochet.fr/)
05:01:28	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jan%202020%2004:01:28%20GMT	http://www.xaviercochet.fr/braderie-annuelle-des-restos-du-coeur-est-republicain-1242014/?share=email	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/braderie-annuelle-des-restos-du-coeur-est-republicain-1242014/index3081.html	(from http://www.xaviercochet.fr/)
05:01:29	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jan%202020%2004:01:28%20GMT	http://www.xaviercochet.fr/le-saillant-de-saint-mihiel-dans-les-carnets-de-campagne-de-france-inter/?share=facebook	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/le-saillant-de-saint-mihiel-dans-les-carnets-de-campagne-de-france-inter/index5a58.html	(from http://www.xaviercochet.fr/)
05:01:29	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jan%202020%2004:01:29%20GMT	http://www.xaviercochet.fr/le-saillant-de-saint-mihiel-dans-les-carnets-de-campagne-de-france-inter/?share=twitter	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/le-saillant-de-saint-mihiel-dans-les-carnets-de-campagne-de-france-inter/index9a7b.html	(from http://www.xaviercochet.fr/)
05:01:29	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jan%202020%2004:01:29%20GMT	http://www.xaviercochet.fr/le-saillant-de-saint-mihiel-dans-les-carnets-de-campagne-de-france-inter/?share=google-plus-1	C:/Users/Raphu/Desktop/Campagne%20Xavier/Xaviercochet.fr/Ancien%20Site/Ancien%20Site%20Xavier%20Cochet/www.xaviercochet.fr/le-saillant-de-saint-mihiel-dans-les-carnets-de-campagne-de-france-inter/index386f.html	(from http://www.xaviercochet.fr/)
